Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,Value
2016,на 1000 родившихся,,Западно-Казахстанская,сельское население,,,,5.038220986796387
2017,на 1000 родившихся,,Западно-Казахстанская,сельское население,,,,4.197846322321591
2018,на 1000 родившихся,,Западно-Казахстанская,сельское население,,,,4.22
2010,на 1000 родившихся,,Жамбылская,сельское население,,,,10.41608332866663
2011,на 1000 родившихся,,Жамбылская,сельское население,,,,7.93201133144476
2012,на 1000 родившихся,,Жамбылская,сельское население,,,,8.550053437833986
2013,на 1000 родившихся,,Жамбылская,сельское население,,,,6.381656971819054
2014,на 1000 родившихся,,Жамбылская,сельское население,,,,3.74593731063736
2015,на 1000 родившихся,,Жамбылская,сельское население,,,,3.807031110582357
2016,на 1000 родившихся,,Жамбылская,сельское население,,,,2.914758194039617
2017,на 1000 родившихся,,Жамбылская,сельское население,,,,2.948717948717949
2018,на 1000 родившихся,,Жамбылская,сельское население,,,,2.81
2010,на 1000 родившихся,,Карагандинская,сельское население,,,,8.247027234369007
